y	x1	x2
41.7243273785036	3.40610701752005	3.81148678353242
70.062128291568	4.24951969789418	3.97834404373821
65.2896693197856	4.29285007920798	4.1957202241323
93.9734598442793	1.66560923639479	5.10295554452632
85.3173579893949	2.619273583576	4.40239420627727
60.4249234698819	3.61154172832674	3.67211211976299
65.4354232961018	3.15245459515387	4.5303076852139
86.8349165703872	4.03077462708694	4.72483731240796
33.7560512665518	2.76801718112645	3.83884935314186
73.1445727302426	4.88020875811705	4.19830305748878
69.2006957229527	3.817315781772	4.55428091596492
54.4856266007281	4.922777936061	4.84792600794352
90.6878697989508	3.12561489062972	4.70715622324756
68.2512307716254	3.75427619605631	3.25379426374097
89.9690600656553	3.49427461389888	4.18537520812346
66.2720978853626	2.8238393656874	3.83017771457122
51.2918823081713	3.75336807775453	4.67706792432186
90.947958418395	2.56990795116591	5.54433865450445
90.601039212271	3.41735156113293	4.38823456851283
60.041719384477	3.43708980258044	6.11539863985335
84.8747255194431	3.32977262094553	4.91443799662976
56.3618142335485	3.1060177542223	5.43707252930757
73.0237898109365	2.3705078164767	5.08057305103722
74.1101187422223	2.97778973511037	5.19990972462323
60.4861041611068	2.15396305149848	5.18527130105751
82.478356673631	4.25978561868391	3.78914317693208
57.4322727049062	3.55599710736401	4.76719522194976
80.518679012923	2.28553301344048	4.43947113170081
71.1176085068406	3.89396732608572	2.84205500435755
46.7502584903593	4.14626897533176	3.94816604321315
69.6113588385526	2.73793409499977	3.59153169803193
82.4436945625949	5.34392045984547	5.39906232278167
51.2157168189614	3.34472342366428	4.55031714153647
71.6971308497106	4.16681219053677	3.60222467008059
80.6937820815876	3.08027616386497	4.09154944301345
72.2752301190978	4.59524771720884	4.56007974365151
70.2849526364802	2.60968849265217	5.05869200542955
66.6426334445993	2.81478937371352	4.28258826653993
67.9377158191897	3.66992220383352	3.18321631830491
64.8263788792203	4.41673070667725	4.63385587564482
85.9413994303406	4.54279392667577	3.85950825209193
90.1817794072686	4.06270500363327	5.37424221974898
60.318844139503	2.80984417566215	4.16621991488569
57.6608036018609	3.45134909967983	4.20652185064749
53.5468652506896	3.35489752812376	3.44021128191613
87.3407702963247	4.44396667846696	5.13768290466784
76.8085757092562	3.49366696433598	4.61704252873328
65.0271346536793	4.2935517247092	4.08283345064932
63.0031190011381	3.76185980859054	4.58063132686673
64.4575552367288	4.63410806663507	3.40660177714173
58.7438725399776	2.12874957890452	4.55561526143695
79.4475760649491	3.38038502795697	4.78873970196032
71.7339996699288	4.04456856191348	4.87237958818289
56.7364976473002	3.15862801238072	4.00919872713812
66.9447850304465	2.22162357133855	3.41098642646728
57.5971600782334	3.75745932305064	4.44220120226529
67.2627650191432	1.6882343042257	4.52435909623908
59.3533819542658	4.74301350924822	4.32685030722125
67.7122237894909	3.78955070186973	4.22327184083606
78.1410248159185	2.95633276802173	5.33429242378313
72.5891431530837	4.84626326321922	4.99769780445564
37.9605872500125	2.61854399727637	3.93050026323115
77.1025214231374	3.95576397289933	4.79289147663767
84.4037520364168	4.1472422498252	4.03829058240147
74.8841134324924	4.43078597115848	4.74038083184661
63.0867078297616	3.5012892327405	3.60521136717549
50.7455981797605	4.0528101359597	4.22702744794266
80.4648426141097	4.20129584915794	4.09191510731976
88.6955119956372	4.26391931972083	5.53627059052515
51.541955324413	2.87740622121252	3.92565611479677
60.9974386734895	4.35914507574036	3.52642699606668
73.353758135891	3.99624591903395	3.62084516814602
68.4489219046259	3.74547248711825	3.9477439586206
69.0784096582787	4.85299835251695	4.29359163421537
76.7233099458514	2.83492125497286	4.60735433579596
70.032897235482	3.12635465662716	4.29874968694832
95.8502006840398	5.09157934357231	4.4925975256143
81.8790516305567	3.22925265220814	4.2065587891139
71.6864386217341	3.5713175085768	3.79914680870781
59.2729605469317	5.44803029989842	3.5618231847543
83.2366083698771	3.44821213970073	3.89309480479215
93.0532988166255	3.34463030992802	4.28941389615379
88.8696562387955	3.0481887469515	3.25516946805534
68.8291926345912	2.66372328607472	3.86927046988962
91.8688732260711	1.92554322350751	3.56269850939769
62.90827652214	2.66612049419854	5.12386653264435
72.2701733087182	3.80861395140445	5.66408475862882
44.484054878321	2.86595167656716	3.63956604414721
66.2585141267612	4.29473579785714	3.52451295660829
70.3942291611773	3.22633707480375	4.42376991155127
65.2665939489113	4.46129431042389	5.35355672836799
80.8023902811044	3.7333398108747	3.20975528019797
93.3384320103382	4.52617819683432	4.18355182146626
76.4305698821449	3.47116940702825	3.33304811595543
60.6035916508365	3.48096938269733	4.53441145602873
76.6999779193976	3.46818009177971	3.55421137684667
83.9511541131369	5.48875206625334	3.55233703926479
60.2864039638511	1.78403787298003	4.46068146573423
82.5020547811989	2.18771499613591	2.71332917807583
55.6895501632822	4.56191300986812	4.50581847101921
76.5573201520654	5.17434190870106	4.21433981848539
74.3376619067844	3.50521976598306	4.41721739777945
80.7989061626817	3.08158315195412	4.88935087406099
49.6147506747509	5.17667312902341	4.38920087018553
55.223738644556	3.47212969851903	4.32479417771489
76.5023944529744	3.42633787258166	4.3888802648141
43.2502452693834	1.42015603398675	4.44119316459344
76.920465902113	4.03967935585567	3.88396608543558
70.5899945235941	5.44301904318834	4.48329412696477
82.624479716158	4.10031971294333	4.28356136858362
70.1853011546713	3.00322757183243	4.46938094954187
75.6836212491655	4.90604586601042	4.29040926751411
